id,publisher,title,"A: Summary, identifier","A: Summary, title","A: Summary, abstract","A: Summary, publisher","A: Summary, contactPoint","A: Summary, accessRights","A: Summary, group","A: Summary, attributes_with_errors","A: Summary, total_attributes","B: Business, description","B: Business, releaseDate","B: Business, accessRequestCost","B: Business, accessRequestDuration","B: Business, dataController","B: Business, dataProcessor","B: Business, license","B: Business, usageRestriction","B: Business, derivedDatasets","B: Business, linkedDataset","B: Business, attributes_with_errors","B: Business, total_attributes","C: Coverage & Detail, geographicCoverage","C: Coverage & Detail, periodicity","C: Coverage & Detail, datasetEndDate","C: Coverage & Detail, datasetStartDate","C: Coverage & Detail, jurisdiction","C: Coverage & Detail, populationType","C: Coverage & Detail, statisticalPopulation","C: Coverage & Detail, ageBand","C: Coverage & Detail, physicalSampleAvailability","C: Coverage & Detail, keywords","C: Coverage & Detail, attributes_with_errors","C: Coverage & Detail, total_attributes","D: Format & Structure, conformsTo","D: Format & Structure, controlledVocabulary","D: Format & Structure, language","D: Format & Structure, format","D: Format & Structure, fileSize","D: Format & Structure, attributes_with_errors","D: Format & Structure, total_attributes","E: Attribution, creator","E: Attribution, citations","E: Attribution, doi","E: Attribution, attributes_with_errors","E: Attribution, total_attributes","F: Technical Metadata, dataClassesCount","F: Technical Metadata, tableName","F: Technical Metadata, tableDescription","F: Technical Metadata, columnName","F: Technical Metadata, columnDescription","F: Technical Metadata, dataType","F: Technical Metadata, sensitive","F: Technical Metadata, attributes_with_errors","F: Technical Metadata, total_attributes",attributes_with_errors,total_attributes
1d789e6f-a32e-44c9-9f18-15517b021015,ALLIANCE > SAIL,UK Cystic Fibrosis Registry (CYFI),0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,1,2,10,1,1,0,0,0,1,1,0,1,0,5,10,0,0,0,0,0,0,5,1,0,0,1,3,0,0,1,0,1,0,1,3,7,12,42
1da704e3-f5ee-4614-8880-10541637a0b7,ALLIANCE > HQIP,National Cardiac Audit Programme - National Audit of Percutaneous Coronary Interventions (PCI),0,1,0,0,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,15,42
1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,ALLIANCE > CYSTIC FIBROSIS,Cystic Fibrosis Patient Demographics,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,0,0,0,0,0,1,0,0,3,10,1,1,0,0,0,2,5,0,0,0,0,3,0,0,1,0,1,0,1,3,7,11,42
1f9d9f96-df18-4660-9c96-d5318cd0d68e,OTHER > HBS,COVID antigen testing - Pillar 1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,1,4,10,1,1,0,0,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,0,0,1,1,3,0,0,0,0,0,0,1,1,7,13,42
201602df-7432-4710-98a7-18f59e4f211e,ALLIANCE > TISSUE DIRECTORY,University of Southampton Faculty of Medicine Tissue Bank,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
209f42a8-4581-49e1-a0c2-25069a37f230,ALLIANCE > TISSUE DIRECTORY,RIO,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,1,0,0,0,2,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,11,42
20c2a274-843c-43fa-9b76-38ef2f8a3d64,ALLIANCE > TISSUE DIRECTORY,TNT: Triple Negative breast cancer Trial,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
21cd4b8e-f4f5-44a6-83eb-b7799e98ba55,SLaM,South London and Maudsley NHS Foundation Trust (SLaM) Clinical Record Interactive Search (CRIS) platform,0,1,0,0,0,0,0,1,7,0,1,0,1,1,1,0,0,1,1,6,10,1,1,1,1,1,0,0,1,1,0,7,10,1,1,0,0,0,2,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,18,42
21d58202-15a2-4ec8-9f36-3080de3905a5,HUBS > DISCOVER NOW,North West London Mental Health Data (NWL MH),0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,0,0,0,0,0,0,1,1,0,3,10,0,1,0,0,0,1,5,0,0,0,0,3,1,0,0,0,1,0,1,3,7,9,42
226fb3f1-4471-400a-8c39-2b66d46a39b6,Barts Health NHS Trust,Emergency Care Dataset (ECDS),0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,17,42
22a99111-46ad-4d3f-a2d5-09351e851350,HUBS > DISCOVER NOW,North West London Pathology (NWL PATH),0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,2,10,1,0,0,0,0,0,0,1,0,0,2,10,0,1,0,0,0,1,5,0,0,0,0,3,1,0,0,0,1,0,1,3,7,8,42
22fe7168-89af-4d93-89c8-afa03cf2031a,ALLIANCE > CYSTIC FIBROSIS,Cystic Fibrosis Patient Chronic Medication,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,0,0,0,0,0,1,0,0,3,10,0,0,0,0,0,0,5,0,0,0,0,3,1,0,1,0,1,0,1,4,7,10,42
23330792-fe18-4331-a101-b246657a03ae,ALLIANCE > HQIP,National Joint Registry - Revision Knee Replacement dataset,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,13,42
236108a2-5e2c-4acb-86e7-6ec793aef8ab,ALLIANCE > TISSUE DIRECTORY,Human Biomaterials Resource Centre,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
237e724d-03b2-478c-a92d-85a1baa6ae53,ALLIANCE > HQIP,Falls and Fragility Fracture Audit Programme Fracture Liaison Service Database clinical dataset,0,1,0,0,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,15,42
24b82645-1854-438a-97b2-911bba469d3d,HUBS > BREATHE,Idiopathic Pulmonary Fibrosis (IPF) Genome-wide Association Study,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,0,1,0,0,3,10,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,1,7,5,42
2537007c-9e9e-4441-a0d1-59fa400566c5,ALLIANCE > SCOTLAND,General Acute Inpatient and Day Case - Scottish Morbidity Record (SMR01),0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,0,1,0,3,10,1,1,0,0,0,2,5,0,0,1,1,3,0,0,0,0,0,0,1,1,7,9,42
2542abf8-e50b-4962-9fa1-6dba1b7e8439,HUBS > BREATHE,mHealth for pneumonia prevention,0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,0,0,3,10,0,0,0,1,0,1,5,0,0,0,0,3,1,0,0,0,0,0,0,1,7,7,42
263ad0a8-ae90-4c1d-85d6-c3d2470eb2b7,NHS Digital,Mental Health Minimum Dataset v4 (Non-Sensitive) Episodes,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,1,1,0,0,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,1,0,1,0,1,4,7,20,42
263f28a4-9835-4856-b1c3-0a0d4085f207,NHS Digital,Mental Health Minimum Dataset v2.6 (Sensitive),0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,1,1,0,0,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,1,0,1,0,1,4,7,20,42
2684706f-1d43-4263-99b7-b54279614c76,ALLIANCE > BARTS,CDE Patient Demographics,0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,0,6,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,16,42
278c3fb2-6b1e-46db-a529-9fc7ddaf4461,ALLIANCE > HQIP,National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (clinical),0,1,0,0,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,15,42
27910ce4-f74f-4fab-8649-19d5ec292ad8,ALLIANCE > CYSTIC FIBROSIS,Cystic Fibrosis Patient Annual Review Encounters,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,0,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1,0,1,0,1,3,7,8,42
2a5d2a42-803c-4c96-bcd6-a4289d2b664a,ALLIANCE > TISSUE DIRECTORY,IoN Trial,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
2a725f9d-c4a9-4c89-aa37-b3c25cc83389,NHS Digital,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Records,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,1,1,0,0,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,1,0,1,0,1,4,7,20,42
2aa58bb8-83d8-455a-87e6-d567ae4a379c,ALLIANCE > TISSUE DIRECTORY,ESPAC-TPlus,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
2b06afa3-dfc7-424b-8b9a-9325df6cfc19,ALLIANCE > SCOTLAND,Scottish Stillbirth and Infant Death Survey,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,0,0,1,0,3,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,8,42
2b09ea87-5b22-4049-b7dd-de0889699115,ALLIANCE > SAIL,Millennium Cohort Study,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,0,1,0,3,10,0,0,0,0,0,0,5,1,0,0,1,3,0,0,1,0,0,0,1,2,7,8,42
2b198886-ccab-4276-b6b9-22c344df8304,ALLIANCE > TISSUE DIRECTORY,NIHR Nottingham Digestive Diseases Collection,0,0,0,0,0,1,0,1,7,0,0,0,1,1,0,0,0,0,0,2,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
2bf53952-e77c-4746-b36f-5ccb1574f6a7,ALLIANCE > TISSUE DIRECTORY,BRAIN UK,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,0,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
2c0e04bc-2f16-4903-90dc-c9d57ab40efb,ALLIANCE > HQIP,National Joint Registry - Revision Ankle Replacement dataset,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,13,42
2c53d1f7-4540-4c57-8e93-8115b8abc6a9,ALLIANCE > HQIP,National Diabetes Inpatient Audit Hospital Characteristics Survey dataset,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,13,42
2c764139-22a3-4db9-89ee-583fdb9d9396,ALLIANCE > SAIL,Bowel Screening Wales,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,1,7,5,42
2d23ad3c-0541-453c-8bf7-9dc42e1aba65,ALLIANCE > CPRD,Rural-Urban classification for CPRD Aurum,0,0,0,0,0,1,0,1,7,0,0,0,1,1,1,0,0,0,0,3,10,1,1,0,1,1,1,1,0,1,1,8,10,1,0,1,1,0,3,5,1,0,1,2,3,0,0,0,0,0,0,1,1,7,18,42
2d3302d1-b6fc-4883-8168-010da0d48638,ALLIANCE > CPRD,Quality of Life of Cancer Survivors in England: Pilot Patient Reported Outcomes Measures Survey (2011) for CPRD Aurum,0,1,0,0,0,1,0,2,7,0,0,0,1,1,1,0,0,0,0,3,10,1,1,0,1,1,1,1,0,1,1,8,10,1,0,1,1,0,3,5,1,0,1,2,3,0,0,0,1,0,0,1,2,7,20,42
2dbd2e38-a4bb-4f8c-b401-ebec10f0d89e,ALLIANCE > HQIP,Falls and Fragility Fracture Audit Programme National Hip Database Facilities Survey 2019,0,1,0,0,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,15,42
2dc79612-0e0d-4336-aaa1-6abd90d28589,HUBS > BREATHE,"4 Country ChrOnic: estimating respiratory disease burden in adults, South India",0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,0,0,4,10,0,0,0,1,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
2e20b776-a0bc-44ed-9882-ad63855a0ec4,ALLIANCE > TISSUE DIRECTORY,NHS Greater Glasgow & Clyde Bio-Repository,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
2e8cc70b-bd57-4b64-bd12-fbc07e0f240f,ALLIANCE > CPRD,Mental Health Dataset (MHDS) for CPRD Aurum,0,0,0,0,0,1,0,1,7,0,0,0,1,1,1,0,0,0,0,3,10,1,1,0,1,1,1,1,0,1,1,8,10,1,0,1,1,0,3,5,1,0,1,2,3,0,0,1,0,1,0,1,3,7,20,42
2f57c592-c65c-4d1c-b92d-d19d2a11c02e,ALLIANCE > TISSUE DIRECTORY,BioDock,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
301233da-53f8-4cea-8f74-4d4aa8d8c42c,ALLIANCE > GENERATION SCOTLAND,Generation Scotland: Scottish Family Health Study,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,2,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,1,0,2,5,1,0,0,1,3,1,0,0,0,0,0,0,1,7,10,42
304430ff-0aff-4d36-91e5-94be251a409a,ALLIANCE > HQIP,National Audit of Dementia Round 4 - casenote audit,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,13,42
319a2a77-3f4d-497e-bc3e-33002f316cae,ALLIANCE > TISSUE DIRECTORY,PHOTO Translational bladder cancer biorepository,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
32b5d90f-6bad-40f8-96d7-69b11df6d5ff,ALLIANCE > TISSUE DIRECTORY,LBIH Biobank,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
342bef6e-8fa2-49f0-bdbb-c95d866aa145,ALLIANCE > TISSUE DIRECTORY,Scottish Human Papillomavirus Archive,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,1,0,0,0,2,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
355de4ca-1ce9-4ba4-8e07-2d51bb82bfbf,ALLIANCE > TISSUE DIRECTORY,Human Developmental Biology Resource (HDBR),0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
36047c5f-7d57-4d25-a114-2bcc6c11708f,NHS Digital,Mental Health Minimum Dataset v3_3.5 (Sensitive),0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,1,1,0,0,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,1,0,1,0,1,4,7,20,42
3784d68e-d213-43a7-bf30-8f4d34de022c,ALLIANCE > TISSUE DIRECTORY,NIMRAD-TRANS,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
37eb2884-d7df-489f-a3ad-f02f1e510475,HUBS > BREATHE,Exploring psychological issues of primary care teams in Malaysia amidst COVID-19,0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,0,0,3,10,0,0,0,1,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,8,42
37fe2488-f4c3-4471-a1e0-7d4a4204f063,ALLIANCE > TISSUE DIRECTORY,"Leeds Dental Institute/School of Dentistry Leeds, Skeletal Tissues Bank",0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,0,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,9,42
380cbddb-e64e-42b9-a364-47c550262b6a,ALLIANCE > NHS Scotland,RAPID (Hospital Stay Level Data),0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,1,0,0,0,2,10,0,1,0,0,0,1,1,0,1,0,4,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,1,0,1,0,1,4,7,13,42
3932ee85-69cb-414a-b4a0-b763010d90a5,HUBS > DISCOVER NOW,North West London High Cost Drugs Data (NWL HCD),0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,0,0,0,0,0,0,1,0,0,2,10,0,1,0,0,0,1,5,0,0,0,0,3,1,0,0,0,1,0,1,3,7,9,42
3935e2fd-0c30-4f56-8388-45a02e0499b4,NHS Digital,Bridge file: Hospital Episode Statistics to Diagnostic Imaging Dataset,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,1,1,0,0,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,0,0,1,0,1,0,1,3,7,18,42
393b666c-157b-4fee-afde-61ff93948f27,ALLIANCE > SAIL,Diagnostic and Therapy Services Waiting Times,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,1,0,0,3,10,0,1,0,0,0,1,5,1,0,0,1,3,1,0,0,0,0,0,1,2,7,9,42
3943e6de-6c32-43dd-8090-16ec9ca0902f,ALLIANCE > CPRD,National Radiotherapy Dataset (RTDS) for CPRD GOLD,0,0,0,0,0,1,0,1,7,0,0,0,1,1,1,0,0,0,0,3,10,1,1,0,1,1,1,1,0,1,1,8,10,1,0,1,1,0,3,5,1,0,1,2,3,0,0,0,0,0,0,1,1,7,18,42
395262e7-9846-4d9d-a288-8b0ebea782b9,ALLIANCE > HQIP,National Cardiac Audit Programme - Cardiac Rhythm Management (CRM),0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,14,42
39537838-164a-4aee-8859-957f0a347390,OTHER > Office for National Statistics,Business Impact of COVID-19 Survey (BICS),0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,0,3,10,1,1,0,0,0,1,1,0,1,0,5,10,0,0,0,0,0,0,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,11,42
395d4311-da00-49a4-b78e-5387c961d803,HUBS > DATA-CAN,Children’s Kidney Cancers - Great Ormond Street Hospital,0,0,0,0,0,1,0,1,7,0,0,0,1,1,1,0,0,1,1,5,10,1,0,0,0,0,0,0,0,1,0,2,10,1,1,0,0,0,2,5,0,0,0,0,3,0,0,0,0,1,0,1,2,7,12,42
3983f3ec-ce63-4142-b73e-93130654710b,ALLIANCE > TISSUE DIRECTORY,The Cleft Collective,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
3a0599ed-5452-4299-956c-af5a30bbef23,ALLIANCE > TISSUE DIRECTORY,PHOENIX DDR-Anti-PD-L1 Trial,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
3a23e7dc-d814-4772-a6f8-a814c8e0128b,ALLIANCE > TISSUE DIRECTORY,SWIFT-RTB,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,0,1,7,10,42
3a51b861-026d-45ed-abe6-30d9cc07b516,ALLIANCE > HQIP,Epilepsy 12 - clinical audit,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,13,42
3a9ab245-5fcc-49a0-ae58-12ebab9b0053,ALLIANCE > HQIP,National Paediatric Diabetes Audit - Spotlight survey of workforce in Paediatric Diabetes Units,0,1,0,0,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,15,42
3aa01779-831e-478f-b4e3-7c111d642b18,HUBS > BREATHE,COVID-19 Detection from Chest X-Rays using Deep Learning,0,0,0,0,0,1,0,1,7,0,0,1,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,1,0,0,0,3,10,0,0,0,1,0,1,5,0,0,0,0,3,1,0,0,0,0,0,0,1,7,7,42
3b3d9ab1-e896-4ccc-a679-2414ced68590,ALLIANCE > SAIL,Welsh Ambulance Services NHS Trust,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,1,0,0,3,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,1,7,6,42
3bd6cd26-edc2-420a-86c5-f3e05606edfd,ALLIANCE > SAIL,GP dataset - Welsh Primary Care,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,0,1,0,3,10,0,0,0,0,0,0,5,0,0,1,1,3,0,0,0,0,0,0,1,1,7,7,42
3c430204-f632-4add-9fcb-f0ff88caea13,ALLIANCE > SAIL,Congenital Anomaly Register and Information Service,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,1,7,5,42
3cd53c68-7e56-4c3e-b7c2-bd7e18040ec5,ALLIANCE > BARTS,"Problems, Diagnosis and Procedures",0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,17,42
3d42b7e1-89b0-4bef-9e42-18edc328f28f,ALLIANCE > DUNDEE,Renal Register – ISD National dataset,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,16,42
3e89692b-7aa2-49d6-b802-82921bd7e006,ALLIANCE > HQIP,National Clinical Audit of Anxiety and Depression - spotlight audit on psychological therapies (patient experience survey),0,1,0,0,0,0,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,14,42
3e8de4f3-ee1e-4898-a945-0487586c6767,OTHER > HBS,COVID antigen  testing - Pillar 2,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,1,1,4,10,1,1,0,1,0,1,1,0,1,0,6,10,1,0,0,0,0,1,5,0,0,1,1,3,1,0,0,0,0,0,1,2,7,14,42
3ee52adc-b97e-4f7b-a251-a1c9841a380c,HUBS > BREATHE,"Extended Cohort for E-health, Environment and DNA (EXCEED)",0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1,3,10,1,1,0,0,0,0,0,0,0,0,2,10,1,1,0,0,0,2,5,0,0,1,1,3,1,0,0,0,0,0,1,2,7,10,42
3f299029-3126-4ce0-893c-4a759cbe90b1,ALLIANCE > HQIP,National Emergency Laparotomy Audit - Patient Audit Dataset,0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,0,1,1,0,1,0,5,10,1,0,0,1,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,14,42
3fd5f728-fdb4-4ce2-86ec-f626787d455c,ALLIANCE > DUNDEE,Walker Study Data,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,16,42
40573895-497b-4d47-90e1-6aafe70b93f6,Oxford University Hospitals NHS Foundation Trust,Endobase,0,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,3,10,0,1,0,1,1,1,1,0,1,1,7,10,1,0,1,1,0,3,5,1,0,1,2,3,1,0,0,0,0,0,0,1,7,17,42
