pid,id,publisher,title,"A: Summary, identifier","A: Summary, title","A: Summary, abstract","A: Summary, publisher","A: Summary, contactPoint","A: Summary, accessRights","A: Summary, group","A: Summary, filled_attributes","A: Summary, total_attributes","B: Business, description","B: Business, releaseDate","B: Business, accessRequestCost","B: Business, accessRequestDuration","B: Business, dataController","B: Business, dataProcessor","B: Business, license","B: Business, usageRestriction","B: Business, derivedDatasets","B: Business, linkedDataset","B: Business, filled_attributes","B: Business, total_attributes","C: Coverage & Detail, geographicCoverage","C: Coverage & Detail, periodicity","C: Coverage & Detail, datasetEndDate","C: Coverage & Detail, datasetStartDate","C: Coverage & Detail, jurisdiction","C: Coverage & Detail, populationType","C: Coverage & Detail, statisticalPopulation","C: Coverage & Detail, ageBand","C: Coverage & Detail, physicalSampleAvailability","C: Coverage & Detail, keywords","C: Coverage & Detail, filled_attributes","C: Coverage & Detail, total_attributes","D: Format & Structure, conformsTo","D: Format & Structure, controlledVocabulary","D: Format & Structure, language","D: Format & Structure, format","D: Format & Structure, fileSize","D: Format & Structure, filled_attributes","D: Format & Structure, total_attributes","E: Attribution, creator","E: Attribution, citations","E: Attribution, doi","E: Attribution, filled_attributes","E: Attribution, total_attributes","F: Technical Metadata, dataClassesCount","F: Technical Metadata, tableName","F: Technical Metadata, tableDescription","F: Technical Metadata, columnName","F: Technical Metadata, columnDescription","F: Technical Metadata, dataType","F: Technical Metadata, sensitive","F: Technical Metadata, filled_attributes","F: Technical Metadata, total_attributes",filled_attributes,total_attributes
37c82bb7-eaae-4f16-97b6-045373b7ba18,3a0a0acd-c549-41f4-8188-14235decf473,,"BRIAN App - Patient data; treatments, PROMs, multi-modal data and demographics",0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
6fe7e004-eb51-4c7b-9905-1ec9a4827dca,3a0d2dea-32c4-40bc-8ad8-be8cd20440b8,,Congenital Anomaly Register and Information Service (CARS),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
722056a5-5fc6-4ad2-8efe-62a80dd6389b,3a56c317-bf1b-448d-89ab-3421eae3aa18,UK Biobank,Death register,0,1,1,1,1,1,0,5,7,0,0,1,1,1,1,0,0,0,0,4,10,1,1,0,1,1,0,0,0,0,1,5,10,1,1,1,0,0,3,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,18,42
811a54fb-8b79-442f-8e28-a725a0561a15,3a880d1a-bd02-4d23-bca0-4b6ac45b09f1,,SICSAG Daily (Scottish Intensive Care Audit Group),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
12a77014-4a77-4eb1-8b26-f49689352d1b,3ab70331-aa54-4f0d-aa95-ea2b95bed9d5,ALLIANCE > SAIL,Annual District Birth Extract,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
75c4dcb8-33bf-43f4-b2bb-db51b6621b2c,3abe6b38-e479-4eb3-87d6-ef4803ff88f9,ALLIANCE > SAIL,Emergency Department Data Set,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
b0979e07-3331-408f-853b-5eeba80ce8f9,3adb43c7-cc13-423a-9625-8fd571bbcb26,,National Paediatric Diabetes Audit - Parent and Patient Experience measures,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
44ca2cf8-679e-447c-a9eb-55b32159679a,3b0a3b33-dbd5-4cb0-b863-0e1fd80c9a1e,HUB > GUT REACTION,IBD NIHR BioResource: Consent records,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,37,42
24b88d1a-4363-4619-870e-9ba9fc5d09e1,3b6d2dbe-0241-4c38-9038-2d6ce1e280de,ALLIANCE > HQIP,National Audit of Psychosis - Audit on Early Intervention in Psychosis services - case note audit,1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
4c4bc482-16f5-462f-8daf-51ec6492074d,3b752633-8274-4418-b15b-4502bab03935,ALLIANCE > BARTS HEALTH,CDE Surginet Documentation,1,1,1,1,1,1,1,7,7,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,42
b4121feb-f91b-4e20-a19b-fa49c7a5c1c1,3b8357ac-bf06-44c4-9a43-8e772bec709c,,IBD NIHR BioResource: Demographic,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
b8f2c611-21d0-424e-a1ed-6976b1c207ec,3b84d205-2175-4c9a-bbe3-d0e24434e625,,"Investigations, interventions, and outcomes for acute coronary syndrome",0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
7dee2bd6-733a-4b2e-a942-7f9eaf8ebbc2,3bb25cba-b4dc-47f1-ab5e-b63f89500612,HUB > GUT REACTION,IBD NIHR BioResource: SNP imputation data,0,1,1,1,1,1,1,6,7,1,1,1,1,1,1,0,0,1,1,8,10,1,1,0,1,1,0,0,1,1,1,7,10,1,1,1,1,0,4,5,1,1,0,2,3,0,0,0,0,0,0,0,0,7,27,42
1eb67fd5-33f6-49dd-a43d-854fff9f25f5,3c14d319-4ff5-42ff-b440-400f099f9b13,,Active Adult Survey Dataset (AASD),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
bbcdc352-e0f7-4672-93a7-134bcf5001b1,3c23941a-42a7-4940-b32f-aea743c0dc2a,ALLIANCE > TISSUE DIRECTORY,Tissue Solutions Ltd,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,1,1,1,1,4,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
bff94600-a254-4111-82f7-6167084d81ca,3c870bf2-acfb-44d1-8437-06ebb3c0993c,,Postponed Admitted Procedures (CAPD),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
1fe02b65-7b77-43bf-93c8-4f0743fee672,3cefb3f4-a463-4762-909b-3e4f3cef8e93,,COG-UK Viral Genome Sequences,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
9f1df859-f1d0-4f1e-959e-affd05138a25,3d51dc99-c44f-44ff-bdab-da205c5e394e,HUB > DISCOVER NOW,North West London Outpatient Care Data (NWL OP),1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
fdf9ac68-fc89-4adf-9a73-3a94a9974aef,3db58c78-fc8b-49b2-a847-b43fd0184500,ALLIANCE > TISSUE DIRECTORY,Ethical Tissue - University of Bradford,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
86f46be3-bc29-4820-8363-de6530a94c6f,3e4d27e2-baa8-4bb5-a711-d0b36f1f278c,,Diagnostic Imaging Dataset,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
0e47bbf0-0d60-4c7c-85a5-543957635471,3e923281-bfde-48a8-86fd-73e429cce811,,CPRD GOLD ICNARC,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
36f54a48-6f0a-4827-a86b-fd677a22a88f,3ed8d3fe-92a3-43bc-9fba-274fb34847af,,Higher Education Statistics Agency (HESA),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
fc66381e-cc46-4bca-85fc-fc2ee09cc5dd,3ee4c2af-ff04-4dcf-830e-420e0a21a6d2,,mHealth for pneumonia prevention,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
4684d391-a6a7-44f7-bf4b-62b6b693f9fa,3f00330d-1f45-4cab-86c2-e91b7c1a59e9,ALLIANCE > TISSUE DIRECTORY,Multiple Sclerosis and Parkinson's Tissue Bank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
1c27bfbf-c659-42ff-8afe-d58250b49c07,3f6962d8-1f4c-49b0-80a8-e491d5205827,,Outpatient Appointment Dataset,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
d6e8163f-2ab8-4880-bbb6-a174b4a95632,3fbef1ac-fa6d-4c72-836d-3a8d8a0f7b08,ALLIANCE > BARTS HEALTH,Barts Health NHS Trust COVID-19 EHR Extracted Dataset,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,0,0,0,1,7,10,1,1,0,1,1,0,0,1,1,1,7,10,1,1,1,1,0,4,5,1,1,0,2,3,1,1,1,1,1,1,0,6,7,33,42
cfa1ef13-8ae0-4827-8a0f-9d2df5244725,3fc555e1-3e36-46dc-bef1-2d94d560bcb2,HUB > PIONEER,The impact of ethnicity and multi-morbidity on C19 hospitalised outcomes,0,1,1,1,1,1,1,6,7,1,1,1,1,1,1,0,0,0,0,6,10,1,1,1,1,1,0,0,1,1,1,8,10,1,1,1,1,0,4,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,33,42
fe8f8e2c-2f77-464d-9d45-a601cb2f8bf9,3fcdcced-e16a-4f04-a521-ffe1047f37cb,,National Paediatric Diabetes Audit - survey of workforce in PDUs,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
29a714e1-5289-4362-be24-2848c954344e,3fceb952-0b21-40f4-bd69-fa5cd7ad7df9,ALLIANCE > SAIL,Cafcass Wales,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
56130df6-1880-4600-a7a4-afa9a4bcc895,3fd2760d-ab12-48ee-8b32-b229aead60a4,,Estimating Chronic Respiratory Disease burden in adults in Asian LMICs,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
e830b2a5-14d6-4643-a206-619bf5372dc8,40573895-497b-4d47-90e1-6aafe70b93f6,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,Endobase,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
0e38bbf4-c788-4a1a-9af8-a24821250154,41a667eb-1c84-4665-b0d4-d26405d277c5,ALLIANCE > SAIL,Domiciliary Social Care Worker [DSCW],0,1,1,1,1,1,1,6,7,1,0,1,1,1,1,0,0,1,1,7,10,1,1,0,0,0,0,0,1,1,1,5,10,1,1,1,1,0,4,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,30,42
4346676d-6108-47de-b579-6cef74c6acef,41ac5dfd-7b23-4f1b-a91e-03e8186e4ab8,HUB > BREATHE,Care-seeking practices for childhood pneumonia in non/tribal areas of Pune India,1,1,1,1,1,1,1,7,7,1,0,0,1,1,1,1,0,1,1,7,10,1,0,1,1,1,1,1,1,1,1,9,10,1,1,1,0,0,3,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,27,42
bfb90d2b-746d-44a6-a896-4979d73d9276,41ce265a-c252-45c4-9b80-d764b0737f38,ALLIANCE > CPRD,Quality of Life of Colorectal Cancer Survivors: Patient Reported Outcomes (Aurum,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,0,8,10,1,1,1,1,1,0,0,1,1,1,8,10,1,1,1,1,0,4,5,1,0,0,1,3,1,1,1,1,1,1,0,6,7,34,42
fdfa5116-4f44-457d-99ef-e8c1852aa858,41f6dfe9-d5e2-4641-9953-1589c7d35e07,,Death Registration Data - Finalised Extracts,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
33b36393-3760-40d8-bb98-61806fea5398,425e39b4-cc2b-4a15-851a-a0093ef1e1f8,,National Asthma and COPD Audit (NACAP): secondary care  – CYP asthma (clinical),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
e9b43936-e700-40c9-8b32-57ed44583f3d,4262e057-6978-4e4c-a05d-c4f328422090,ALLIANCE > NHS DIGITAL,Mental Health and Learning Disabilities Data Set,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,0,1,1,1,1,0,0,0,0,5,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,26,42
9c1727f6-2032-413f-bf60-470769b2616e,42ac7c27-a37b-4081-8a33-51ac077e6a4e,ALLIANCE > CYSTIC FIBROSIS TRUST,Cystic Fibrosis Patient Microbiology Cultures,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
48ef8f54-9606-4e6f-9256-3cc07ffd10b8,42e4299f-1e06-4e24-ab40-b71949f5cba3,,Pathology - PATH,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
2193ad56-6671-4ecc-9ecf-6da84e23e9fd,4330b6ee-f333-4cd8-90b9-0f43f7cb0b67,,Covid-19 Infection Survey linked with VOA and EPC data,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
d415a5c5-8432-4a81-937f-12135ade6de7,45499ef9-daca-4a88-8493-c3c1a92960d0,ALLIANCE > SAIL,Welsh Ambulance Services NHS Trust,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,39,42
c15bc3ad-c053-496b-863f-1d54075d5bd4,458d7f2d-9ba8-4593-862c-14160692d494,HUB > BREATHE,Asthma and COPD: practices and perceptions of GPs in rural India,1,1,1,1,1,1,1,7,7,1,0,0,1,1,1,1,0,1,1,7,10,1,0,1,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,29,42
a325f33e-bac8-49af-896f-1e025941dae8,459387f3-c484-441d-9abb-b6ee22df86d2,,Public Health Research Database (PHRD),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
9c31a2bd-ff3a-4379-a4b8-0b90527a4c38,46493a09-b3bb-4c0e-b944-82665ee21508,ALLIANCE > NHS DIGITAL,Mental Health Minimum Dataset v4 (Sensitive) Events,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
fe8f8e2c-2f77-464d-9d45-a601cb2f8bf9,46762bdc-42f9-4c92-92fe-9c757083ad33,ALLIANCE > HQIP,National Paediatric Diabetes Audit - Spotlight survey of workforce in Paediatric Diabetes Units,1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
a0c27454-8cbe-418f-bdae-a85d5e92e9d4,46e30817-b19e-40f2-9b06-9611b2985148,ALLIANCE > SAIL,Maternity Indicators Dataset,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
d57d7956-d13e-49c4-bb31-889b8e560596,46f6e0d3-412e-4799-8683-1ca649b99eec,,Developing and Evaluating Interventions to Improve Asthma Care,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
fe6a4c83-f46f-4f61-8460-e120fdf8d864,4710222c-9830-4ae4-8be6-b25c723812e1,ALLIANCE > HQIP,Sentinel Stroke National Audit Programme Acute Organisational survey dataset,1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
6ac9b356-00f1-49da-825a-6eb04d18e49d,47d22aea-cbe9-47d4-8f65-45861d9c5f6f,ALLIANCE > TISSUE DIRECTORY,Tayside Biorepository,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
44ca2cf8-679e-447c-a9eb-55b32159679a,47e26b2b-8be1-4595-a327-a9f00e0d4712,,NIHR IBD BioResource: Consent records,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
425f4534-51c4-4f75-8ca0-d7c731dbd903,47f57de8-aa71-4df1-af4a-a81e37d4ae8c,ALLIANCE > TISSUE DIRECTORY,"St Thomas' Hospitals Plasma, serum & DNA Bio bank from patients with antiphospholipid antibodies",1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
93a7352f-fce4-42c9-9a8c-efc7fe23eda0,480ccd8a-309e-417a-ac23-5b2d9cd281b1,UK Biobank,Genotype,0,1,1,1,1,1,0,5,7,0,1,1,1,1,1,0,0,0,0,5,10,1,1,0,0,1,0,0,0,0,1,4,10,0,0,1,0,0,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,16,42
0fb33df6-ab36-4170-9fad-1eaf35a3a812,48182af6-2ccd-44b2-92d5-69cc140e7d67,HUB > DISCOVER NOW,North West London Primary Care Prescriptions Data (NWL PCP),1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
ef850406-2993-43ec-80b9-ef504734f2ac,483be944-b3ea-4037-b22b-4e9ffca3e613,,A granular assessment of the day-to-day variation in emergency presentations,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
3c661240-e4d2-456c-a809-133c23f9c469,483f49ea-07b3-4efb-8bad-0d9af5ed5f0f,,National Vascular Registry - Organisational Audit dataset,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
3c19e2c9-96d5-45f3-9c55-fc3cec762cd7,489cb34a-f20d-4fe0-849a-db85f00141f5,ALLIANCE > HQIP,Falls and Fragility Fracture Audit Programme National Audit of Inpatient Falls clinical dataset,1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
56993820-96e4-4a1f-9de1-bad53108c201,48deb24e-7a15-48d7-ba2c-c477ae61b55d,,NIHR BioResource: Sample holding,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
949d9d7a-a3f1-480a-8563-3fb024300561,491cc634-05e8-48fe-9018-ffb9e7eed84e,ALLIANCE > HQIP,"National Audit of Dementia - spotlight audit on the prescription of psychotropic medication, 2019",1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
3f3df3be-05a8-42b2-89d9-f731deb7ea66,4a4f5d83-e8fb-4249-9275-2a42d9f76c53,,Cancer registration data for CPRD Aurum,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
464d8653-4e69-406b-93fd-d68c29d5dfdc,4a860548-406b-4a05-991e-0bc840e67974,,Health & Attainment of Pupils in a Primary Education Network (HAPN),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
af10ec29-1866-4726-b33f-3948afe182f2,4abe1436-3a14-4779-aa03-28929e817411,,Tayside & Fife Radiology,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
2c737d63-69f4-4a02-8df9-54c1e65e845f,4b2fbd88-71c7-4572-99ea-5987a72a0c1a,ALLIANCE > HQIP,Epilepsy 12 - National organisational audit (service descriptor questionnaire) and Trust profile,1,1,1,1,1,1,1,7,7,1,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,42
cda770e3-0d4d-466f-8102-c56beff04848,4b3d70f4-ce62-478b-9ada-0419850d17af,,South East London Community Health Study (SELCoH),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,2,42
6c4ed998-0f05-415c-a3e4-42430bb62d24,4b59ff6f-2830-4f2b-b35a-623ef4520eb8,,Systemic Anti-Cancer Therapy Dataset (SACT),0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
c74a9b9e-1fea-4aac-99fd-54e30668e085,4b6d3344-e73a-4f46-8e9d-fabb85827772,ALLIANCE > SAIL,Daily Situation Report Data,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,39,42
a9ac99fe-32be-40ef-9509-03e6b2713ddf,4b79bce2-6d1c-448b-969e-56b424f3d57a,,National Early Inflammatory Arthritis Audit - organisational survey dataset,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
8d3f3e58-be79-4450-b2e3-f5ab8a25fb0e,4bf36706-8176-4525-a3f4-3b96f68e48de,,HES Outpatient data for CPRD Aurum,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,8,42
