title,publisher,id,errors,schema_error_count
National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (clinical),ALLIANCE > HQIP,278c3fb2-6b1e-46db-a529-9fc7ddaf4461,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.rcplondon.ac.uk/projects/outputs/national-asthma-and-copd-audit-programme-nacap-resources' is not valid under any of the given schemas"", 'suberrors': ""    type: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.rcplondon.ac.uk/projects/outputs/national-asthma-and-copd-audit-programme-nacap-resources' is not of type 'array'""}, {'attribute': 'title', 'message': ""title: 'National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (clinical)' is too long""}]",16
Cystic Fibrosis Patient Annual Review Encounters,ALLIANCE > CYSTIC FIBROSIS,27910ce4-f74f-4fab-8649-19d5ec292ad8,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: '16 weeks (8 weeks for Committee decision and 8 weeks for data extraction and processing)' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'citations', 'message': 'citations: ""\'Data Resource Profile: The UK CF Registry\' published in the International Journal of Epidemiology (2018 Feb 1;47(1)9-10e)"" is not valid under any of the given schemas', 'suberrors': '    type: ""\'Data Resource Profile: The UK CF Registry\' published in the International Journal of Epidemiology (2018 Feb 1;47(1)9-10e)"" is not of type \'array\''}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'UK' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Annual' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",7
Linked Census and death occurrences,OTHER > Office of National Statistics,28393252-4287-4be6-8b2a-591622ad6c29,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England & Wales' is not a 'uri'""}]",7
IoN Trial,ALLIANCE > TISSUE DIRECTORY,2a5d2a42-803c-4c96-bcd6-a4289d2b664a,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided.' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided.' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Not Known' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",10
Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Records,NHS Digital,2a725f9d-c4a9-4c89-aa37-b3c25cc83389,"[{'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'abstract', 'message': ""abstract: 'The Mental Health and Learning Disabilities Data Set version\\xa01 (Record Level - sensitive data inclusion).  The Mental Health Minimum Data Set was superseded by the Mental Health and Learning Disabilities Data Set, which in turn was superseded by the Mental Health Services Data Set.  The Mental Health and Learning Disabilities Data Set collected data from the health records of individual children, young people and adults who were in contact with mental health services.' is too long""}, {'attribute': 'accessRequestCost', 'message': ""accessRequestCost: 'A' is too short""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Once we have accepted your application after its initial review, the application is subject to our service levels. We only pause the elapsed time when we require further detail, such as a more explicit articulation of the purpose, or when approvals are required from an external body (such as Approved Researcher status from ONS).  Our service response times, from the date that the application is accepted to the date that you sign the Agreement' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: '1 Month Cycle' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",15
ESPAC-TPlus,ALLIANCE > TISSUE DIRECTORY,2aa58bb8-83d8-455a-87e6-d567ae4a379c,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Not Known' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",10
Scottish Stillbirth and Infant Death Survey,ALLIANCE > SCOTLAND,2b06afa3-dfc7-424b-8b9a-9325df6cfc19,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://www.isdscotland.org/Products-and-Services/eDRIS/' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'https://www.informationgovernance.scot.nhs.uk/pbpphsc/\\nhttps://www.isdscotland.org/About-ISD/Information-Requests/\\nhttps://www.isdscotland.org/Products-and-Services/eDRIS/' is not valid under any of the given schemas"", 'suberrors': ""    type: 'https://www.informationgovernance.scot.nhs.uk/pbpphsc/\\nhttps://www.isdscotland.org/About-ISD/Information-Requests/\\nhttps://www.isdscotland.org/Products-and-Services/eDRIS/' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Scotland' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Provisional data: Monthly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",6
Millennium Cohort Study,ALLIANCE > SAIL,2b09ea87-5b22-4049-b7dd-de0889699115,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'citations', 'message': ""citations: 'http://cls.nemisys3.uk.com/datadictionary/page.asp?section=000100010003000100010001§ionTitle=Household+Composition' is not valid under any of the given schemas"", 'suberrors': ""    type: 'http://cls.nemisys3.uk.com/datadictionary/page.asp?section=000100010003000100010001§ionTitle=Household+Composition' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Wales' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Cohort-driven age bands.' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",6
NIHR Nottingham Digestive Diseases Collection,ALLIANCE > TISSUE DIRECTORY,2b198886-ccab-4276-b6b9-22c344df8304,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided.' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided.' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided.' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",9
BRAIN UK,ALLIANCE > TISSUE DIRECTORY,2bf53952-e77c-4746-b36f-5ccb1574f6a7,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",10
National Joint Registry - Revision Ankle Replacement dataset,ALLIANCE > HQIP,2c0e04bc-2f16-4903-90dc-c9d57ab40efb,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}]",14
National Diabetes Inpatient Audit Hospital Characteristics Survey dataset,ALLIANCE > HQIP,2c53d1f7-4540-4c57-8e93-8115b8abc6a9,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}]",14
Bowel Screening Wales,ALLIANCE > SAIL,2c764139-22a3-4db9-89ee-583fdb9d9396,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Access request duration depends on scoping and the IGRP process. General estimate ~ 3 months.' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'citations', 'message': ""citations: 'Koo S, Neilson LJ, Von Wagner C, Rees CJ (2017); The NHS Bowel Cancer Screening Program: current perspectives on strategies for improvement.\\nhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC5720037/' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Koo S, Neilson LJ, Von Wagner C, Rees CJ (2017); The NHS Bowel Cancer Screening Program: current perspectives on strategies for improvement.\\nhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC5720037/' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Wales' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Biannually, March & September' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",6
Rural-Urban classification for CPRD Aurum,ALLIANCE > CPRD,2d23ad3c-0541-453c-8bf7-9dc42e1aba65,"[{'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://cprd.com/Data-access' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access is provided by CPRD subject to ISAC approval.\\n\\nhttps://www.cprd.com/linked-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access is provided by CPRD subject to ISAC approval.\\n\\nhttps://www.cprd.com/linked-data' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'UK' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Quarterly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",16
Quality of Life of Cancer Survivors in England: Pilot Patient Reported Outcomes Measures Survey (2011) for CPRD Aurum,ALLIANCE > CPRD,2d3302d1-b6fc-4883-8168-010da0d48638,"[{'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://cprd.com/Data-access' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD Aurum.\\n\\nhttps://www.cprd.com/linked-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD Aurum.\\n\\nhttps://www.cprd.com/linked-data' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Quarterly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}, {'attribute': 'title', 'message': ""title: 'Quality of Life of Cancer Survivors in England: Pilot Patient Reported Outcomes Measures Survey (2011) for CPRD Aurum' is too long""}]",17
Falls and Fragility Fracture Audit Programme National Hip Database Facilities Survey 2019,ALLIANCE > HQIP,2dbd2e38-a4bb-4f8c-b401-ebec10f0d89e,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.rcplondon.ac.uk/guidelines-policy/applying-work-falls-and-fragility-fracture-audit-programme-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.rcplondon.ac.uk/guidelines-policy/applying-work-falls-and-fragility-fracture-audit-programme-data' is not of type 'array'""}, {'attribute': 'title', 'message': ""title: 'Falls and Fragility Fracture Audit Programme National Hip Database Facilities Survey 2019' is too long""}]",16
"4 Country ChrOnic: estimating respiratory disease burden in adults, South India",HUBS > BREATHE,2dc79612-0e0d-4336-aaa1-6abd90d28589,"[{'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: '>18' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'India' is not a 'uri'""}]",9
