minMultiplicity,label,domainType,maxMultiplicity,description,dataTypeLabel,id,dataClass,aliases,dataModel,dataType
1,S03DeathDate,DataElement,1,,datetime,35568893-8fc8-4e75-bfca-d40875ca3aab,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathCause,DataElement,1,,varchar(10),f2ec1d33-a916-46fe-a02c-879641e1f879,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathDateEstimate,DataElement,1,,varchar(3),4ff51a27-4fb5-4497-9295-7fa0b562b5f9,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathCauseOther,DataElement,1,,varchar(100),46f6a404-5262-47f7-8c22-ee30ec2c9159,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathCauseONS,DataElement,1,A field populated by the central team using an import from Office of National Statistics data,varchar(50),5dbbb00f-8f31-480e-84f8-c61beca082ad,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathDateONS,DataElement,1,A field populated by the central team using an import from Office of National Statistics data,datetime,ce2e594b-7fb4-46c9-a312-e4350e6f405b,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathHasPatientDied,DataElement,1,"Set this answer to 'No' unless patient has died.

Indicating the patient has died in an annual review encounter will automatically complete this field. Please note that for database integrity reasons, if death is indicated in an encounter then reversed back at a later time, the update will not automatically show here and must be changed manually",varchar(3),0a373fa9-5520-4028-9d87-1f29801e24a4,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03DeathCauseCancerSpecify,DataElement,1,,varchar(3),05c55fd3-6303-4f6c-9e52-65cab84eda2a,2028ac96-8eb7-454b-b169-7ecca4ce009e,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSCFLabDate,DataElement,1,,datetime,19484bfe-f4f9-441f-995b-479566d39c1e,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSUndertakenNoReason,DataElement,1,,varchar(3),2081e482-1a4d-44a1-bb2e-74f7d99a4d61,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSIRS1Date_NK,DataElement,1,,bit,19de0d60-8c21-4f04-a19e-85a7a96f74bc,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSIRS2Date_NK,DataElement,1,,bit,50f9ff25-d57c-477b-aae4-76d06a6a0b76,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSCFPatientRegionalRefDate_NK,DataElement,1,,bit,3f34ba3d-bab0-4ccf-b8a8-26e057dea71f,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSIRS2Value,DataElement,1,,decimal(11,10120217-7a64-4826-b7e4-d3cc8547d843,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSCFNotSuspected,DataElement,1,,varchar(79),2ce8d5d5-d4e0-43bf-944d-2e30e10fff99,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSCFPatientRegionalRefDate,DataElement,1,"Indicate the date the patient was referred to and seen by the regional team. If the patient is shared care, provide the date the patient was first seen at their local centre/clinic",datetime,f8693f64-9945-49e3-b71d-d383aba95857,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSCFPatientLocalCenterDateNANSC,DataElement,1,,varchar(3),b4463cc8-d170-46ba-88f1-1dfc18825175,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03NBSSLabOther,DataElement,1,,varchar(150),c004c060-eee9-4157-8d26-5f3d58bca920,3b4244f6-b7ce-489e-93ac-26f4b6cfebc4,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,SiteCode,DataElement,1,Global code of patient care site where patient interaction has occurred,varchar(10),2c17039b-2c60-4dbc-8038-7993f1f6237b,510a07c0-f159-4a78-99bf-3165f17712db,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Site Type,DataElement,1,Type of the site,varchar(20),3eaab734-9e8d-4049-936a-847d42b8ff12,510a07c0-f159-4a78-99bf-3165f17712db,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Sites Site Name,DataElement,1,Local name of the site,varchar(100),2b74bc80-3bdc-4fe9-ac71-5e07865f39d8,510a07c0-f159-4a78-99bf-3165f17712db,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03FaecalElastaseResult,DataElement,1,,varchar(5),8e10d3d6-eb46-48ee-b70f-1668b255cf5e,01f386c8-9422-4ae9-a588-3074afea15bb,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03FaecalElastaseSample,DataElement,1,"If a diagnostic faecal elastase sample was taken indicate the date and result, where known",varchar(3),76d08173-667c-4885-9fe0-4b85a6d69e3d,01f386c8-9422-4ae9-a588-3074afea15bb,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03FaecalElastaseResult_NK,DataElement,1,,bit,42433669-76ce-40ae-9994-fc05b5c0a694,01f386c8-9422-4ae9-a588-3074afea15bb,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03FaecalElastaseDate_NK,DataElement,1,,bit,6f6aef2b-6a07-4d57-9070-fe0df0c8d929,01f386c8-9422-4ae9-a588-3074afea15bb,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03FaecalElastaseDate,DataElement,1,,datetime,bed34800-079c-42c2-a8a3-bdce9dff46e7,01f386c8-9422-4ae9-a588-3074afea15bb,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Notes,DataElement,1,,varchar(150),d9e90869-4e5d-443e-aa40-c5ef71787e33,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,ProteinName,DataElement,1,,varchar(150),1fb6eadc-52b2-43b1-985a-a77a7f0f842e,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,cDNAName,DataElement,1,,varchar(150),fdf85fbe-3b44-4761-a36d-d5766e20d90b,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Change History (2020),DataElement,1,,varchar(150),5890010e-7f1c-4226-bfca-44529b673c85,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,MutationID,DataElement,1,,int,95602782-6bca-4158-9130-aa14093c393c,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,OtherName,DataElement,1,,varchar(150),1d9c90b0-4a16-499d-a503-9e4a4b343c59,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,MutationCode,DataElement,1,,int,b441d54c-b4de-4d9a-b76a-96c9b8496009,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,LegacyName,DataElement,1,,varchar(150),824f3e5b-40ca-4623-87ef-27d02e5b44f7,dee41d64-f7e5-473a-a066-ff3c0129f1f3,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01sex,DataElement,1,"Gender is used in demographics analysis, lung function calculations, and risk adjustment analysis.",varchar(3),450afeff-6796-4f76-8b8a-54b41196f3c4,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01PostcodeIn,DataElement,1,,varchar(3),8c5b8ead-893b-4b79-9fd9-6ad282490358,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01Birth_StateOtherDetails,DataElement,1,,varchar(64),469a6506-73bb-4a62-9aa4-46db9178f870,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Father_ht_ukn,DataElement,1,,varchar,844d8f6d-db35-4084-b0fb-4a7383c63ef3,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
,S01Patient_UID_PortCF,DataElement,,,varchar(64),0b786d4e-a033-4e5f-8f08-fbced82cfca9,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,Mother_ht_ukn,DataElement,1,,varchar,1d0bb303-d93e-4e84-b264-00fb0a18dc13,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01BirthCountryOtherDetails,DataElement,1,,varchar(64),70bb8a46-aafc-4dd0-82a4-b50f5f12625f,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01ConsentFileUpload,DataElement,1,"This is not a mandatory field and will not be used for analysis. This facility enables CF sites to upload a scanned copy of a consent form, if desired, for record keeping purposes. 

This field is stored as 'patient identifiable data' so will not be viewable by people without permissions to view identifiable data.",int,8c6563a0-1dd0-4718-811f-0eb2e2012de1,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01AgeMonths,DataElement,1,Autocalculated field based on DOB,int,0c720391-91ad-4a2f-a180-9256e987f269,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S01EthnicityOtherSpecify,DataElement,1,,varchar(100),68cc1152-02e6-40eb-b72c-9b4376936d9e,d9fc3614-3e9e-4e3b-9916-ca550c258b62,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03Birthweight,DataElement,1,,varchar(4),ce0895df-c2c5-49a5-bc46-cca9a84543c0,366cc165-2083-451f-8d64-4f298aff2297,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03SweatTestDate01 - 05,DataElement,1,,datetime,60b70516-e397-4580-8beb-527668fdccbc,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03SweatTestDate01_NK - 05_NK,DataElement,1,,bit,edbfbc9c-c88a-4e92-861d-2c3d3ec18b14,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03SweatTestValue01_NK - 05_NK,DataElement,1,,bit,f5d087f8-f5c8-4410-833f-e2c6b4bea46d,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03SweatTestValue01 - 05,DataElement,1,,decimal(11,62da1ab1-86b1-4b9e-a442-5640bddb8e85,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03SweatTestPerformed,DataElement,1,"Record how many diagnostic sweat tests were performed.

Enter the date, if known, of each test and the result of the test in mmol/litre.

If a test has been done, but failed, please enter ""not known"" for the result and add a comment to show that the test failed, rather than the results have been lost, for example.",int,c3a1e498-d193-474d-ba09-35b80adf6df9,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S03Sweat,DataElement,1,,int,430053cf-74f5-4c9c-864a-eaba0776b424,2c3bed5e-2c7d-432a-bb49-34ed4d935208,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut1Specify,DataElement,1,,varchar(75),48cacaab-7575-4d97-b4f6-880b09712c97,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut1PolyTTract7T,DataElement,1,,varchar(3),e7cff5c8-75bf-4752-9317-c0368add9d9c,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut3PolyTTract7T,DataElement,1,,varchar(3),5a1b4505-61b4-4aba-bc75-14f9029019f2,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut2Specify,DataElement,1,,varchar(75),ebf364c0-d405-4b51-8365-840e6a546191,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut3PolyTTract9T,DataElement,1,,varchar(3),74fb08ba-e42e-4520-acb5-899e19d0cd09,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut2PolyTTract7T,DataElement,1,,varchar(3),f72d3cc3-b301-43dc-ae07-367285b05e32,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeDate_NK,DataElement,1,,bit,4e5a323f-6ce8-4daa-a3f4-386a922f0dff,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut1PolyTTractNK,DataElement,1,,varchar(3),86b4cd28-df66-4fa1-bbc4-a358e39d9363,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut1,DataElement,1,"Start typing the first genotype/mutation as shown on the lab report. The system will automatically skip to the correct genotype, displaying all three nomenclatures. 

Only type 'other' if you are certain that the genotype is not included in the list. If Other is selected the genotype must be transcribed exactly as it appears on the lab report. Free text genotypes are much more difficult to categorise and analyse. 

PolyT status 
In 2016 we are trialing the collection of PolyT status for relevant gentotypes. Based on the advise of the CFTR2 project team, PolyT status questions show for genotypes where the status is likely to be included in the lab report. If PolyT status shows but is unknown, select 'Not known/not applicable'. Use the comment facility if necessary to help us improve collection of these data in future.",varchar(150),24261212-2b90-43db-9a67-a4d4994a9d60,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
1,S02GenotypeMut3,DataElement,1,"Start typing the first genotype/mutation as shown on the lab report. The system will automatically skip to the correct genotype, displaying all three nomenclatures. 

Only type 'other' if you are certain that the genotype is not included in the list. If Other is selected the genotype must be transcribed exactly as it appears on the lab report. Free text genotypes are much more difficult to categorise and analyse. 

PolyT status 
In 2016 we are trialing the collection of PolyT status for relevant gentotypes. Based on the advise of the CFTR2 project team, PolyT status questions show for genotypes where the status is likely to be included in the lab report. If PolyT status shows but is unknown, select 'Not known/not applicable'. Use the comment facility if necessary to help us improve collection of these data in future.",varchar,0871448a-6207-40aa-b0c7-5df0965e1757,40682086-35b2-4316-82bf-4aba04b1a789,,1f55cfcc-1c5d-44e3-9d60-3bedeb033f0a,PrimitiveType
,YTD,DataElement,,,float,d1d355d8-e6f8-445d-a0b2-9a2a69001cd5,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,DataSet,DataElement,,"Dataset the activity belongs to (Day Case, Outpatient etc.)",varchar (50),98787f47-5b9a-4802-85b3-b96bbe67c365,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,Team,DataElement,,,varchar (50),1e9b6013-a9db-4844-a962-6285cdb3752f,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,YTDActivityPlan,DataElement,,Year to date planned activity,int,8db2d3f7-68ea-4ccd-9990-1af5dd3f7df9,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,DelayedDischargeEndDate,DataElement,,"A Mental Health Delayed Discharge Period is the period of time during a Consultant Episode (Hospital Provider) under a MAIN SPECIALTY CODE (MENTAL HEALTH) that the PATIENT is fit and ready for discharge, but discharge is delayed due to external factors outside the control of the Hospital Provider. End date is when the Delayed Discharge Period ends.",datetime,5c3e088a-9fcc-4c53-b513-8fa7a38c2d26,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,MonthlyPricePlan,DataElement,,Planned cost of activity for the current month,float,00b1ff46-b9fc-4318-a95b-ada7a19da37b,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,ClusterStartDate,DataElement,,A Care Cluster Assignment Period is the period of time that a PATIENT is assigned to a CARE CLUSTER. Start date is the date when the period started,datetime,65c938c9-2e0c-451e-9acd-94dd3a0ffa20,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,TotalActivity,DataElement,,Total activity for the month,float,22028d9e-10af-4089-8bfb-dba9d6c24256,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,MonthlyActivityDiff,DataElement,,Difference between planned activity and actual activity,int,77037263-cf3f-4e66-a83f-f4fed8e7be39,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,FinancialMonth,DataElement,,Financial month the activity took place,varchar (50),79f0aef8-8362-40fc-b0bd-e32846cb58e3,f5ce29d2-027d-45da-a1b5-7714d10afa08,,21d58202-15a2-4ec8-9f36-3080de3905a5,PrimitiveType
,Future Action,DataElement,,"Record of specific actions the Health Visitor intends to take to support the child/family following the child health review. 
‘Provide’ indicates that the Health Visitor and/or associated skill mix team will directly provide the specified additional support (only relevant for some options). ‘Signposted to’ indicates that parents have been given details of specified local services and how to access them. 
‘Discuss with’ indicates that the Health Visitor will formally discuss the child/family with the specified service to inform future management plans. 
‘Request assistance from’ indicates that the Health Visitor will formally refer the child/family to the specified service, whilst retaining responsibility for oversight of the child’s wellbeing and outcomes as their GIRFEC named person. 
W ‘Refused’ indicates that the carer has been offered provision/ signposting/ discussion/ referral to the specified service but has refused this.",Text,c608d8a6-6119-4fce-9a52-2e921751858c,193ae10c-1f27-4e22-9cb6-ff5de439573d,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Reason for recall,DataElement,,Reason for recall/ follow up appointment,Free text,acbf43dd-3093-4b99-aba8-edba44c6e6c4,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,"Review carried out 
-on examination 
-by telephone 
-by review of notes",DataElement,,How was the recall review carried out?,Text,bd2f4c88-3dcb-4cf7-9abf-1b900b1fe805,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Summary  List of issues,DataElement,,"List of any issues likely to be relevant to the child’s ongoing health, development, or wellbeing.  Up to 4 issues can be recorded on any one form.  Extra forms can be used to record additional issues if required.  There is no upper limit to the number issues that can be recorded on the system.",Free text,ac5561fc-6f4e-4e06-838f-b490c83b1f6c,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Recall requested on,DataElement,,Date of the previous review where the recall/follow-up was requested,date,5f6c9e70-043e-4c7c-ae1c-1ead45101ce1,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Read code,DataElement,,Read code relevant to each issue listed by the Health Visitor responsible for the child health review (see above),5 character alphanumeric code,0fec1538-eeb3-4190-8f79-1063fc5af003,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Recall to  HV/GP in,DataElement,,"Recall/ follow up appointments are in addition to the national schedule of universally offered child health reviews and are only requested by Health Visitors when clinically necessary. 
The interval specified must be greater than 4 weeks to ensure adequate time is available for the results of the current review to be input into CHSP-PS and the recall appointment invitation issued. Note Recall to GP is only on the 6-8 Week & Recall Forms",3 digit code,06e26116-c185-4e3d-9ec5-299b7504ef2e,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Reason for Recall,DataElement,,Reason for recall as noted n the previous review form,Text,3c28fcd5-54ee-4c89-a798-3c61afc8bb3c,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Reason for using this form,DataElement,,"Reason why an unscheduled review form has been completed for the child 
1 (transfer into caseload) 2 (outwith age range for routine      contact) 
3	(change of HPI – Health Plan  
    Indicator – outwith routine contact) 
4	(referral outwith routine contact)",number,c119a723-e012-4449-a6bf-89a221f49010,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Appt,DataElement,,"Duration of recall/ follow up appointment to be scheduled 
S (short) 
M (medium) 
L (long)",Text,6b4432aa-4688-408f-bc71-a296173a58b9,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Issue status,DataElement,,"Indicates the status of each listed issue 
0	(referred/assistance requested) 
1	(issue ongoing) 
2	(no longer has issue) 
3	(amend issue) 
4	(no information available) 
5	(issue/code incorrectly recorded) 
6	(discharged due to DNA – did           not attend)",number,495c818f-a664-469d-8df0-3d543d1f470c,a503b253-854b-4d50-a2c6-9c9d72b505ec,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Ever breast fed,DataElement,,Since birth has the child ever been put to the breast to feed or been given expressed breast milk?,"Y (yes), N (no)",eb04ca2d-314e-49f1-bfee-b70ba2d740c6,57ceafc6-a66a-4df5-b864-d77ac718ef38,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Always exclusively breast fed,DataElement,,From birth has the baby only ever been fed breast milk and no other liquids or solids apart from medicines or vitamins?,"Y (yes), N (no)",1e383534-256b-42a0-8b37-ffef0214bbf3,57ceafc6-a66a-4df5-b864-d77ac718ef38,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Current feeding,DataElement,,"Method of feeding that the child has received over the 24 hours prior to their child health review. 
B  (breast milk only) 
F  (formula milk only) 
M  (mixed breast & formula milk) 
O  (other) 
U  (unknown)",Text,47855c23-54eb-4df9-9b37-01777f3ef1b4,57ceafc6-a66a-4df5-b864-d77ac718ef38,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,"Child’s age when breastfeeding stopped: weeks, days",DataElement,,Age of the baby when they were last breastfed (either put to the breast to feed or given expressed breast milk),Age in completed weeks,636874cb-3449-4357-9d94-1d158db7f90f,57ceafc6-a66a-4df5-b864-d77ac718ef38,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,OFC,DataElement,,Occipito-frontal circumference in centimeters to one decimal place,NNN.N (or 0 to indicate not done),103bebb7-6043-495f-94a4-372a46989799,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Tools,DataElement,,"Record of any validated developmental assessment questionnaires/ tools completed as part of the child health review 
01	PEDS (Parents’ evaluation of       developmental status) 
02	PEDS:DM (Parents’ evaluation       of developmental status:       developmental milestones) 03 ASQ 3 (Ages and stages       questionnaire version 3) 
05	SDQ (Strengths and difficulties       questionnaire) 
06	ASQ:SE (Ages and stages       questionnaire: social and       emotional version 2) 07 SSLM (Sure start language       measure) 
08 M-CHAT (Modified checklist for       autism in toddlers) 
10	Other (indicates a different       validated developmental       assessment questionnaire was       administered as part of the child       health review) 
11	None",Text,78b27d87-f14c-4f79-8d96-b64f1a32633c,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,"Development 
-Speech, Language 
  & Communication 
-Problem Solving 
-Emotional/Behavioural 
-Gross Motor 
-Personal/Social 
-Vision 
-Fine Motor 
-Hearing",DataElement,,"Results of the developmental assessment undertaken as part of the child health review relating to the specific developmental domains 
C - Concern newly suspected means that the concern has been identified for the first time as a result of the assessment undertaken within the child health review. 
P - Concern/ disorder previously identified means that the child was known to have developmental delay or a specific developmental disorder prior to the child health review being undertaken.",Text,50656518-45fc-486f-99e1-1937156f42f8,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,ASQ Score,DataElement,,Scoring of the developmental assessment undertaken as part of the child health review relating to the specific development domains,Score between 0 and 60,5f488aa3-ef56-492e-b2be-88eaf766a2a9,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,"Physical examination 
-Heart 
-Hips (R and L) 
-Testes (R and L) 
-Genitalia 
-Femoral pulses (R & L) 
-Eyes (red reflux) (R & L)",DataElement,,"Results of the physical examination undertaken as part of the child health review relating to the organs specified (right and left where applicable) 
N (normal) 
A (abnormal) 
D (doubtful or uncertain) 
I (not done/incomplete)",Text,d9e8a85a-a117-4b66-bdb0-f8e8158a4ce0,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Length / Height,DataElement,,Child’s length or height (depending on child’s age/form) in centimeters to one decimal place,NNN.N (or 0 to indicate not done),1879336d-edec-4f23-a7f4-21622983382f,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
,Date measured,DataElement,,Date on which growth measurements were taken,ddmmyy,949d95fa-2613-4828-8010-c7fb8933daa9,431bbc7a-cee2-483b-b744-5a6c41fd0036,,22277cb3-effc-4422-84aa-de1e31ee5442,PrimitiveType
