0.0.1,0.0.2,0.0.3,0.0.5,0.8.0,1.0.0,10.0.0,11.0.0,12.0.0,13.0.0,14.0.0,15.0.0,16.0.0,17.0.0,18.0.0,2.0.0,3.0.0,4.0.0,5.0.0,6.0.0,7.0.0,8.0.0,9.0.0,abstract,accessRequestCost,accessRequestDuration,accessRights,ageBand,aliases,author,citations,conformsTo,contactPoint,controlledVocabulary,creator,dataClassesCount,dataController,dataElementsCount,dataProcessor,dataType,datasetEndDate,datasetStartDate,derivedDatasets,description,doi,domainType,editable,fileSize,finalised,format,geographicCoverage,group,id,identifier,issued,jurisdiction,keywords,label,language,lastUpdated,latest,license,linkedDataset,maxMultiplicity,minMultiplicity,modified,name,organisation,periodicity,physicalSampleAvailability,pid,populationType,publisher,releaseDate,statisticalPopulation,title,type,url,version
4ed25886-e2ab-4219-afc5-9d1ea37d25e1,,,,,2e7fe631-6d25-44b5-bfd4-92d34bfb8145,,,,,,,,,,dbd738d4-fa90-4f10-91f5-983cdca9f011,5aa849d6-cff2-4515-8510-f5472b07955d,9ad4cc56-e86f-4d96-a515-05ee37edc1e9,,,,,,"This survey contains new indicators from the Opinions and Lifestyle Survey to understand the impacts of the coronavirus (COVID-19) pandemic on people, households and communities in Great Britain.",Available at no cost at the point of use,1-2 MONTHS,https://www.ons.gov.uk/aboutus/whatwedo/statistics/requestingstatistics/approvedresearcherscheme,16-150,,,,LOCAL,research.support@ons.gov.uk,LOCAL,Office for National Statistics,35,Office for National Statistics,687,Office for National Statistics,varchar,,2020-09-16,NOT APPLICABLE,Whether specified 'decrease in hours worked' at COV_WrkC,,DataModel,False,,True,"STATA,SPSS",Great Britain,"ONS, COVID",f097376a-daba-4ba3-b555-7cfab034bf52,OPN (Covid-19 module),2020-10-20T08:44:50Z,GB,"health,population,COVID-19,NCS",Coronavirus and the social impacts on Great Britain,en,,9ad4cc56-e86f-4d96-a515-05ee37edc1e9,,,,,2021-02-26T15:02:17Z,COV_Wrk_DV_dechrs,,MONTHLY,NOT AVAILABLE,e253257c-48c2-491b-b3b9-205161a16a7e,Persons,NCS > OFFICE FOR NATIONAL STATISTICS,2020-09-25T00:00:00Z,,Coronavirus and the social impacts on Great Britain,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
,,,,,,,,,,,,,,,,,,,,,,,"The Currencies data collected from the Mental Health Services Data Set.The Mental Health Services Data Set (MHSDS) collects data from the health records of individual children, young people and adults who are in contact with mental health services. The data is re-used for purposes other than their direct care and as such is referred to as a secondary uses data set. It defines data items, definitions and information extracted or derived from local information systems.",A,"Once we have accepted your application after its initial review, the application is subject to our service levels. We only pause the elapsed time when we require further detail, such as a more explicit articulation of the purpose, or when approvals are required from an external body (such as Approved Researcher status from ONS).  Our service response times, from the date that the application is accepted to the date that you sign the Agreement",https://digital.nhs.uk/binaries/content/assets/website-assets/services/dars/nhs_digital_approved_edition_2_dsa_demo.pdf,,,,,,enquiries@nhsdigital.nhs.uk,,,0,NHS Digital,,Not applicable,,Ongoing,1/1/16,No,https://digital.nhs.uk/data-and-information/data-collections-and-data-sets/data-sets/mental-health-services-data-set,,DataModel,False,,True,,England,Mental Health,9b7f7994-0b9c-4809-b67d-45ae1f04ec5c,MHSDS_CURR,2021-01-20T10:50:25Z,GB-ENG,,Mental Health Services Data Set - Currencies,,,9b7f7994-0b9c-4809-b67d-45ae1f04ec5c,See https://digital.nhs.uk/services/data-access-request-service-dars/data-access-request-service-dars-process,Listed as bridging files as appropriate,,,2021-01-20T10:50:25Z,,,,,add485fa-4c54-4a3e-8676-abe2ff4725a5,England,ALLIANCE > NHS DIGITAL,,,Mental Health Services Data Set - Currencies,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,1.0.0
ae45dc38-d1f9-441b-a38b-367a3188c34d,,,,,15fe15d0-f7a2-4a29-8fb8-6bbd9f5e6ce6,,,,,,,,,,f0282745-d164-48c8-9862-0ce174b7c3de,9bc66d1b-68a2-4d4e-a54a-cc3842ff95c7,,,,,,,"CPRD GOLD linked Hospital Episode Statistics Patient Reported Outcomes Measures (PROMs) data contain patients’ assessments of their quality of life, shortly before, and some months after, common NHS elective surgical procedures in England.",https://cprd.com/linked-data,https://cprd.com/Data-access,"Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.

https://www.cprd.com/linked-data",,,,,https://digital.nhs.uk/data-and-information/data-tools-and-services/data-services/patient-reported-outcome-measures-proms,enquiries@cprd.com ,,,7,CPRD,10,CPRD,INTEGER,,,,"Indicates the quality of matching between a record in HES and PROMs data and gives the level of confidence that a PROMs patient has been correctly matched to a patient in HES. The lowest rank, that is, a rank = 1 represents the highest quality match",,DataModel,False,,True,,England,CPRD GOLD,5770bb40-3f53-4b33-a137-9f6dd5de472d,CPRDGOLDxHESPROMs,2020-01-10T18:12:16Z,GB-ENG,"PROMS, Patient, Reported, Outcome, Measures",HES Patient Reported Outcomes Measures (PROMs) data for CPRD GOLD,en,,9bc66d1b-68a2-4d4e-a54a-cc3842ff95c7,https://cprd.com/Data-access,,,,2020-04-28T14:02:45Z,hesid_rank,,Quarterly,,2439a88e-d961-4152-a7b5-042097946209,England,ALLIANCE > CPRD,,,HES Patient Reported Outcomes Measures (PROMs) data for CPRD GOLD,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
a43bd444-e151-4579-8c43-b1526c4e6b66,,,,,6aa1acdc-c4b9-4ac4-89e6-e26ac6a067ea,,,,,,,,,,9beca627-12cd-4231-8638-93cf0bdfa413,,,,,,,,"Organisational survey data collected on admissions numbers and beds, staffing levels, access to specialist staff/services, 7-day working, management and integration of care, patient and carer engagement, transitional care, cost reimbursement.",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://www.rcplondon.ac.uk/projects/outputs/national-asthma-and-copd-audit-programme-nacap-resources",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"Contains organisational survey data collected from hospitals in England, Wales and Scotland between 1 April 2019 and 1 July 2019. Includes data on admissions numbers and beds, staffing levels, access to specialist staff/services, 7-day working, management and integration of care, patient and carer engagement, transitional care, cost reimbursement.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),9beca627-12cd-4231-8638-93cf0bdfa413,NACAP - COPD and adult asthma organisational dataset,2020-01-13T14:55:16Z,GB-GBN,"Audit, NACAP, Asthma, COPD, Adult Asthma, Secondary Care Organisational Dataset",National Asthma and COPD Audit Programme (NACAP):COPD and adult asthma secondary care organisational dataset,,,9beca627-12cd-4231-8638-93cf0bdfa413,,,,,2020-04-27T09:24:10Z,,,,,1982d9ef-890a-41ff-a86a-de61d65aaa09,,ALLIANCE > HQIP,,,National Asthma and COPD Audit Programme (NACAP):COPD and adult asthma secondary care organisational dataset,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
,,,,,,,,,,,,,,,,,,,,,,,"The purpose of this data set is to enable the sharing of de-identified patient data, for the Population Health Management and Cancer Outcomes in the West Yorkshire and Harrogate Cancer Alliance (WY&H CA).",Calculated on individual basis,1-2 MONTHS,"https://canceralliance.wyhpartnership.co.uk/,http://www.yhcr.org",0-150,,,,HL7 FHIR,datacan@uclpartners.com,"OPCS4,SNOMED CT,ICD10","West Yorkshire and Harrogate Cancer Alliance
DATA-CAN
YHCR",1,West Yorkshire Cancer Alliance,297,Yorkshire and Humber Care Record via Humber Teaching NHS FT,varchar(3),,2019-01-01,Individual trust submissions are linked to provide ICS level data,"This is the specimen number or letter used to identify the specimen within a report. Where more than one primary skin cancer is reported on the same pathology report,  record the lesion number or letter as specified on the pathology report.",In progress,DataModel,False,,True,"text/csv,text/xml",West Yorkshire and Harrogate ICS,Cancer Outcomes and Services Dataset (COSD),f33b090f-ab20-4d09-b483-9ee94ad8d4ac,,2021-03-02T12:45:06Z,GB-ENG,"Cancer Outcomes,Population Health Management,Cancer Alliance",PHM and Cancer Outcomes in the WYH Cancer Alliance,en,,9bfba8a4-43c3-4356-93a5-3eb3b7bc247a,,"Cancer waiting times data (CWT), cancer outcomes and services dataset (COSD) and the Systemic Anticancer Treatment dataset (SACT) submissions and Radio Therapy (RT) Care by provider",,,2021-03-02T12:42:27Z,SKIN CANCER LESION INDICATOR,,CONTINUOUS,NOT AVAILABLE,bc839e9c-e303-4c3c-9c2c-9975602376e2,,HUB > DATA-CAN,2021-03-01T00:00:00Z,,PHM and Cancer Outcomes in the WYH Cancer Alliance,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
15622334-d04c-4d90-9a39-0038df39e2cb,,,,,38e9ce1b-08b7-4fca-9d53-fd29bebe5d90,,,,,,,,,,9c0f13ca-5831-4d9b-860a-7d856be7a9f1,,,,,,,,"Dataset contains information on all patients admitted to hospital with hip fractures.  Includes multiple aspects of patients' care including time to orthogeriatric assessment, time to surgery, assessment of delirium and discharge destination.",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://www.rcplondon.ac.uk/guidelines-policy/applying-work-falls-and-fragility-fracture-audit-programme-data",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"This continuously ascertained record level dataset contains information on all patients admitted to hospital with hip fractures in England, Wales and Northern Ireland. The dataset incorporates multiple aspects of patients' care including time to orthogeriatric assessment, time to surgery, assessment of delirium and discharge destination.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),9c0f13ca-5831-4d9b-860a-7d856be7a9f1,FFFAP - NHFD clinical dataset,2020-01-13T14:55:17Z,GB-GBN,"Audit, FFFAP, Falls, Fragility, Hip Fracture, Database, Clinical Dataset",Falls and Fragility Fracture Audit Programme National Hip Database clinical dataset,en,,9c0f13ca-5831-4d9b-860a-7d856be7a9f1,,,,,2020-04-27T09:24:23Z,,,,,e06b951b-e9d8-4a2c-a51f-1d819f669205,,ALLIANCE > HQIP,,,Falls and Fragility Fracture Audit Programme National Hip Database clinical dataset,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
473583cf-b161-4c4f-b299-80907ebbb712,,,,,e7a6c557-e285-4c3f-b621-3d6bb2324d9f,,,,,,,,,,7efadcc6-2a28-48c7-8934-5859c56c7231,3ee52adc-b97e-4f7b-a251-a1c9841a380c,9ca6e8d2-98d2-4757-84e1-287585400e55,,,,,,"EXCEED is a longitudinal population-based cohort which facilitates investigation of genetic, environmental and lifestyle-related determinants of a broad range of diseases and of multiple morbidity.","Data provision is free from SAIL. Overall project costing depends on the number of people that require access to the SAIL Gateway, the activities that SAIL needs to complete (e.g. loading non-standard datasets), data refreshes, analytical work required, disclosure control process, and special case technological requirements",2-4 WEEKS,"https://saildatabank.com/application-process/,https://exceed.org.uk/research/",18-70,,,"Catherine John, Nicola F Reeve, Robert C Free, Alexander T Williams, Ioanna Ntalla, Aliki-Eleni Farmaki, Jane Bethea, Linda M Barton, Nick Shrine, Chiara Batini, Richard Packer, Sarah Terry, Beverley Hargadon, Qingning Wang, Carl A Melbourne, Emma L Adams, Catherine E Bee, Kyla Harrington, José Miola, Nigel J Brunskill, Christopher E Brightling, Julian Barwell, Susan E Wallace, Ron Hsu, David J Shepherd, Edward J Hollox, Louise V Wain, Martin D Tobin, Cohort Profile: Extended Cohort for E-health, Environment and DNA (EXCEED), International Journal of Epidemiology, Volume 48, Issue 3, June 2019, Pages 678–679j",None,breathe.saildatabank@swansea.ac.uk,READ,EXCEED,1,BREATHE,12,BREATHE,DATE,2018-08-03,1950-01-01,Not Available,The date at which this data was made available in SAIL.,In Progress,DataModel,False,10MB,True,CSV,"Midlands, UK",NOT APPLICABLE,13a8d613-925a-4287-9db4-e47f261970cb,EXCEED,2020-01-13T15:48:20Z,GB,"Genetic,Electronic,Lifestyle,Environment,Cohort,Population,EXCEED,BREATHE","Extended Cohort for E-health, Environment and DNA (EXCEED)",en,,9ca6e8d2-98d2-4757-84e1-287585400e55,Please see: https://saildatabank.com/application-process/,Not Available,,,2021-03-03T15:03:51Z,AVAIL_FROM_DT,,ANNUAL,"SALIVA,WHOLE BLOOD",e22ddf52-7f9e-4072-ae61-cb722461b37d,Participants aged 30-69 recruited through primary care with linked electronic health care.  10216 participants with demographics data and asthma/COPD phenotypes derived from READ coded primary care data.,HUB > BREATHE,2019-12-16T00:00:00Z,10216,"Extended Cohort for E-health, Environment and DNA (EXCEED)",Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
ba971a73-9813-4aa9-a413-5f103ec1b6ca,,,,,014bc853-1b27-4d97-9e5e-97fe28b84769,,,,,,,,,,9ce35921-a1de-444b-a822-c0f6a8003797,,,,,,,,NHS Tayside laboratory data. Tayside 1999 – Current.,,OTHER,https://www.dundee.ac.uk/hic/governanceapprovalsupport/,,,,,,hicsupport@dundee.ac.uk,,,0,,,,,,,,,,DataModel,False,,True,,,University of Dundee Health Informatics Centre,9ce35921-a1de-444b-a822-c0f6a8003797,Pathol_Tayside,2020-06-03T12:56:59Z,,Pathology,Tayside Pathology,,,9ce35921-a1de-444b-a822-c0f6a8003797,,,,,2021-01-28T17:49:14Z,,,,,419e5a82-2d82-48a7-a8f3-a83e64a54e92,,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,,,Tayside Pathology,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,2.0.0
9769ba9c-f856-4f7d-a324-9a1882d18515,,,,,9bfcf24b-5b13-4997-9062-6c58583e69cd,,,,,,,,,,c90e2a78-b57c-480f-938f-88d0ea374b08,9d4f445e-f81e-45d7-bd83-7e9f68199b4f,,,,,,,"NIHR BioResource samples are held at the NIHR National Biosample Centre in Milton Keynes. Metadata on what is available should become available through the UK CRC Tissue Directory, as mandated by Research Tissue Bank status.",https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,LOCAL,nbr@bioresource.nihr.ac.uk,LOCAL,"NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",1,Cambridge University Hospitals NHS Foundation Trust (CUH),18,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",Integer,,2016-01-13,Not Available,Age at sampling: integer or -1 for missing,TBD,DataModel,False,NA,True,text/csv,United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,6b92e8a0-fe2b-431c-9f30-aa918572c339,Samples,2020-01-13T15:06:28Z,GB-GBN,"Crohn's,DNA,IBD,colitis,plasma,recall,samples,sera",IBD NIHR BioResource: Sample holding,en,,9d4f445e-f81e-45d7-bd83-7e9f68199b4f,The terms and conditions of sample access are described in the Material Transfer Agreement which should be available on the NIHR BioResource application process webpage https://bioresource.nihr.ac.uk/researchers/researchers/application-process/,"ALL,COVID-19 SARI-Watch (formerly CHESS),Civil Registration - Deaths,Covid-19 Second Generation Surveillance System,Emergency Care Data Set (ECDS),Hospital Episode Statistics Accident and Emergency,Hospital Episode Statistics Admitted Patient Care,Hospital Episode Statistics Critical Care,Hospital Episode Statistics Outpatients,Intensive Care National Audit & Research Centre (ICNARC) Case Mix Programme (https://www.icnarc.org/Our-Audit/Audits/Cmp/About)",,,2021-02-21T18:57:48Z,AgeAtSampling,,QUARTERLY,"DNA,PLASMA,SERUM",f2af20f9-af84-40ce-8a07-7d095948653e,"The NIHR IBD BioResource - of which the HDR UK IBD Hub is part - consists of ~30,000 participants, and is continuing to recruit. It is split roughly: 50% Crohn’s, 47% colitis, 3% IBD unclassified",HUB > GUT REACTION,2021-03-31T00:00:00Z,,IBD NIHR BioResource: Sample holding,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
414f956c-4b4b-4664-b7ae-ebb5b0ef2d22,,,,,2828f519-f248-4032-b9f4-c556c7d6cfa3,,,,,,,,,,dbe53992-05aa-419f-be16-a18a6bda7a74,a05443cd-e292-4b5f-b1f1-95718e300d46,,,,,,,"Continuously ascertained collection of patient reported symptoms, quality of life and employment for all patients in England and Wales presenting to secondary rheumatology services over the age of 16 years with confirmed inflammatory arthritis.",,,"https://www.hqip.org.uk/national-programmes/accessing-ncapop-data
https://arthritisaudit.org.uk/filesuploaded/data%20access%20process%20-%20november%202018.pdf",,,,,,DataSharing@hqip.org.uk,,,0,,,,,,,,"Continuously ascertained collection of patients reported symptoms, quality of life and employment for all patients in England and Wales presenting to secondary rheumatology services over the age of 16 years with confirmed inflammatory arthritis. Measures are included at three survey times: at diagnosis, 3 months later and 1 year after diagnosis.",,DataModel,False,,True,,,National Clinical Audit and Patient Outcomes Programme (NCAPOP),a05443cd-e292-4b5f-b1f1-95718e300d46,NEIAA - patient survey,2020-01-13T14:54:28Z,GB-GBN,"Audit, NEIAA, Early, Inflammatory, Arthritis, Patient Survey",National Early Inflammatory Arthritis Audit - patient survey,en,,a05443cd-e292-4b5f-b1f1-95718e300d46,,,,,2020-04-27T13:04:32Z,,,,,e87410ec-a819-43db-99d1-f887c977e525,,ALLIANCE > HQIP,,,National Early Inflammatory Arthritis Audit - patient survey,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
14cfb6aa-4bdf-4097-8bbe-cffc7f87df8a,,,,,f61bd34e-4a92-4377-952c-ac2674e260ca,,,,,,,,,,5eecebc6-d896-46de-92df-d108bb193b17,a06afa88-caba-4354-ac70-d05c67b34dfc,,,,,,,"Collection of samples and data across the following diseases: Leukaemia, disease, Malignant lymphoma (disorder)",Not specified,PLEASE CONTACT THE PUBLISHER USING CONTACT POINT DETAILS PROVIDED,Please contact the publisher using Contact Point details provided,40-150,,,Not Available,,m.oates@liv.ac.uk,,In Progress,0,University of Liverpool,,Not Applicable,,,2008-01-01,Not Available,"A collection of Chronic Lymphocytic Leukaemia samples from patients on clinical trials. Includes the trials; AdMIRE, ARCTIC, CHOP-OR, CLL210, CLEAR, COSMIC, RIAltO, FLAIR",Not Available,DataModel,False,In Progress,True,In Progress,England,UKCRC Tissue Directory and Coordination Centre,a06afa88-caba-4354-ac70-d05c67b34dfc,GBR-1-119,2020-01-13T17:14:17Z,GB-ENG,"AdMIRE,FLAIR,CHOP-OR,CLL210,ARCTIC,COSMIC,UKCRC Tissue Directory,Trials,CLEAR,Leukaemia,Malignant lymphoma (disorder),UK,disease,RIAltO,Biobank,CLL",UK CLL Trials Biobank,en,,a06afa88-caba-4354-ac70-d05c67b34dfc,Please contact the publisher using Contact Point details provided,Not Available,,,2021-02-21T16:16:22Z,,,IN PROGRESS,"PERIPHERAL BLOOD CELLS,PLASMA,SALIVA,SERUM,TISSUE,WHOLE BLOOD",636e216a-072b-4c8b-b867-23b7666d2cb2,Biobank samples and data,ALLIANCE > TISSUE DIRECTORY,,,UK CLL Trials Biobank,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,3.0.0
3d48a22f-bef8-43a2-acd8-a0ae9321bb59,,,,,a391df0b-a3fa-44a5-915e-f6c834e37c36,,,,,,,,,,5c009617-2ca6-48cd-bf03-509a83d00294,cc1a01fb-853d-4f00-8f74-53c592240687,a0dad23c-c02d-4347-92ef-0019fa59eb3e,,,,,,"CPRD GOLD linked National Cancer Registration and Analysis Service (NCRAS) cancer registration data contain a record for each notified, registrable tumour, diagnosed or treated in England.",https://cprd.com/linked-data,https://cprd.com/Data-access,"Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.

https://www.cprd.com/linked-data",,,,,,enquiries@cprd.com ,"Cancers are coded using the International Classification of Diseases for Oncology, revision 3, 2011. They are also back mapped to the tenth revision of the International Classification of Diseases version 10.",,3,,4,CPRD,NUMBER,,,,Big tumour count,,DataModel,False,,True,,England,CPRD GOLD,38313d81-0f39-4764-b29a-e1ff330c9c66,CPRDGOLDxNCRAS,2020-01-10T18:12:16Z,,,Cancer registration data for CPRD GOLD,,,a0dad23c-c02d-4347-92ef-0019fa59eb3e,https://cprd.com/Data-access,,,,2020-05-05T14:36:23Z,bigtumourcount,,Quarterly,,e2f5d637-94b3-447b-b7eb-ea957ce449b6,,ALLIANCE > CPRD,,,Cancer registration data for CPRD GOLD,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,4.0.0
,,,,,,,,,,,,,,,,,,,,,,,An anonymised dataset derived from routinely collected data from patients (over 16 years old) who have undergone kidney or pancreas and kidney transplantation after 1 January 2005 and have been followed up in any of the participating centres in the period of observation.,Subject to negotiation,Subject to negotiation,NIHR Health Informatics Collaborative Renal Transplantation Theme members,>16 years,,,,Locally negotiated standard,brc@gstt.nhs.uk,"ICD 10 Codes, NHS Data Dictionary or SNOMED CT International","This research has been conducted using National Institute for Health Research Health Informatics Collaborative (NIHR HIC) data resources. The NIHR HIC is a joint initiative between the NIHR Biomedical Research Centres at Imperial, Oxford, University College London Hospitals, Guy's and St Thomas', and Cambridge, which has provided data services, infrastructure, and expertise.",1,"Imperial College Healthcare NHS Trust, University College London NHS Foundation Trust, Guy's and St Thomas's NHS Foundation Trust, Oxford University Hospitals NHS Foundation Trust, Cambridge University Hospitals NHS Foundation Trust",4,Guy's and St Thomas's NHS Foundation Trust,transplant,31/08/2015,01/01/2005,Extracts for specific research projects available,https://hic.nihr.ac.uk/?page_id=61,N/A,DataModel,False,1GB,False,Any,"London, Oxfordshire, Cambridgeshire",NIHR HIC,d1bd1a02-2607-472c-b710-a8407b3bdab5,NIHR HIC Renal Transplantation,2020-01-14T12:11:02Z,826,NIHR HIC Renal Transplantation,HIC Transplantation,English (UK),,a0e0c0c2-072a-47ac-9252-e27b37ac024f,NIHR HIC Data Sharing Framework 2019,None,-1,1,2020-01-14T12:11:02Z,transplant,,updated annually,No,359a322e-3781-4796-b6b2-81962fa19b7a,patients who have undergone kidney or pancreas and kidney transplantation and have been followed up in any of the participating centres in the period of observation,NIHR Health Informatics Collaborative Renal Transplantation Theme,Released as required,4630 patients,HIC Transplantation,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,1.0.0
,,,,,,,,,,,,,,,,,,,,,,,"Full blood count, 30 key biochemistry markers and urinalysis has been performed on the whole cohort. Additionally, 25 infectious disease antigens have been measured in 10,000 participants. More details on the assays available can be found here http://biobank.ndph.ox.ac.uk/showcase/label.cgi?id=100080",https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access,1-2 MONTHS,https://www.ukbiobank.ac.uk/enable-your-research/apply-for-access,,,,,,access@ukbiobank.ac.uk,,UK Biobank,0,UK Biobank,,UK Biobank,,,2007-01-01,,,,DataModel,False,,True,,Great Britain,,a11a234b-8b59-41e8-920a-f8f1799d3c77,,2021-01-15T15:27:05Z,GB-GBN,Biological sample assays,Biological sample assays,en,,a11a234b-8b59-41e8-920a-f8f1799d3c77,,,,,2021-02-02T00:33:48Z,,,IRREGULAR,,14c697a5-2d41-4d86-bf17-2e596d07418b,,UK Biobank,,,Biological sample assays,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
,,,,,,,,,,,,,,,,,,,,,,,Each participant recruited on the basis of their disease (rare or common) has a disease-specific CRF completed by their clinical care team. These are non-exhaustive-we have the chance to ask for more information-but form the basis of analysis and recall.,https://bioresource.nihr.ac.uk/using-our-bioresource/industry-researchers/industry-bioresource-usage-costs/,2-6 MONTHS,https://bioresource.nihr.ac.uk/using-our-bioresource,18-85,,,Publications (with DOIs) are listed at https://bioresource.nihr.ac.uk/publications/,I2B2,nbr@bioresource.nihr.ac.uk,"SNOMED CT,HPO","NIHR BioResource. Acknowledgement text: ""We thank NIHR BioResource volunteers for their participation, and gratefully acknowledge NIHR BioResource centres, NHS Trusts and staff for their contribution. We thank the National Institute for Health Research, NHS Blood and Transplant, and Health Data Research UK as part of the Digital Innovation Hub Programme. The views expressed are those of the author(s) and not necessarily those of the NHS, the NIHR or the Department of Health and Social Care.""",7,Cambridge University Hospitals NHS Foundation Trust (CUH),4,"Data processors are NIHR BioResource staff, others with Letters of Access to CUH and approved members of staff at the data centre (AIMES, https://aimes.uk/)",String,,2005-02-02,Not Available,Patient_identifier,,DataModel,False,,True,text/csv,United Kingdom (https://www.geonames.org/2635167/united-kingdom.html),Not Applicable,c7ebf64d-7d3d-4621-898b-4828af434c48,,2021-02-21T17:33:02Z,GB-GBN,"recall,clinical,CRF,feasibility,cohort discovery",NIHR BioResource: Case report form,en,,a182b27f-5000-40f0-8afd-f2f193a31b7d,,"ALL,COVID-19 SARI-Watch (formerly CHESS),Civil Registration - Deaths,Covid-19 Second Generation Surveillance System,Emergency Care Data Set (ECDS),Hospital Episode Statistics Accident and Emergency,Hospital Episode Statistics Admitted Patient Care,Hospital Episode Statistics Critical Care,Hospital Episode Statistics Outpatients,Intensive Care National Audit & Research Centre (ICNARC) Case Mix Programme (https://www.icnarc.org/Our-Audit/Audits/Cmp/About)",,,2021-02-21T17:30:20Z,V180,,QUARTERLY,"DNA,PLASMA,SERUM",4b8675d3-dd87-4cca-804c-aaf0e4ff8140,,ALLIANCE > NIHR BIORESOURCE,2021-03-31T00:00:00Z,,NIHR BioResource: Case report form,Data Asset,https://raw.githubusercontent.com/HDRUK/schemata/master/schema/dataset/1.1.7/dataset.schema.json,0.0.1
